video_id,title,category,channel_tier,upload_day,upload_hour,duration_seconds,views,likes,comments,shares,watch_time_minutes,avg_view_duration_seconds,click_through_rate,channel_age_years,subscribers,tags_count,hashtags
vid_0105,LEAKED: the real story behind Claude,Education,Mid,Saturday,10,2711,33389,1371,245,289,479132,861,0.0482,11.6,250297,3.0,"[""tutorial"", ""chatgpt"", ""deeplearning""]"
vid_0106,What nobody tells you about Gemini,Vlog,Small,Tuesday,20,1813,4740,273,39,25,41633,527,0.0748,7.1,18281,18.0,"[""ai"", ""review""]"
vid_0107,Why AI image tools DESTROYED my workflow (and how I fixed it),Vlog,Small,Wednesday,21,920,22581,1096,182,156,132851,353,0.0167,8.5,29001,3.0,"[""tutorial"", ""tech"", ""howto"", ""review""]"
vid_0108,The honest truth about GPT-4,News,Small,Thursday,21,1462,13901,603,119,98,92673,400,0.0421,3.9,15390,0.0,"[""news""]"
vid_0109,The honest truth about AI image tools,Education,Large,Thursday,13,1531,2085570,136516,38781,10558,24470688,704,0.0721,3.7,7642005,0.0,"[""chatgpt""]"
vid_0110,YOU WON'T BELIEVE what Midjourney just did,Music,Mid,Monday,18,1417,743642,30824,11729,7392,7473602,603,0.0396,4.2,556500,4.0,"[""explained"", ""ai"", ""music""]"
vid_0111,The TRUTH about machine learning pipelines they DON'T want you to know,News,Small,Tuesday,10,8903,11638,212,259,104,824940,4253,0.0148,0.6,21831,17.0,"[""tech"", ""chatgpt"", ""explained""]"
vid_0112,What nobody tells you about Midjourney,Education,Small,Sunday,10,1654,16926,557,433,129,224269,795,0.0717,3.3,16492,4.0,"[""machinelearning"", ""review"", ""llm""]"
vid_0113,local LLMs is DEAD and here's WHY,Music,Mid,Monday,6,1451,1049519,55905,6103,6589,12489276,714,0.0831,0.7,358426,13.0,"[""music"", ""shorts""]"
vid_0114,WARNING: vector databases is NOT what you think,Gaming,Small,Friday,22,273,9439,480,117,105,16046,102,0.0539,1.0,34699,8.0,"[""trending"", ""gaming"", ""ai"", ""tutorial""]"
vid_0115,STOP using AI video generation WRONG (most people do this),Education,Large,Friday,22,808,1109191,23841,5482,7827,10075151,545,0.01,1.4,5568111,0.0,"[""deeplearning"", ""machinelearning"", ""tech"", ""ai""]"
vid_0116,URGENT: vector databases is about to CHANGE FOREVER,Comedy,Mid,Thursday,20,1426,236559,8074,1735,1602,2519353,639,0.0726,5.1,498283,8.0,"[""ai"", ""tech"", ""review""]"
vid_0117,local LLMs explained in 10 minutes,Gaming,Mid,Thursday,18,975,238687,8658,1961,2009,759820,191,0.0135,2.5,357015,0.0,"[""explained""]"
vid_0118,I tested AI coding tools for 30 days — here's what happened,Gaming,Small,Saturday,17,6270,6561,259,37,97,205468,1879,0.0627,2.5,27152,9.0,"[""viral"", ""review"", ""tutorial"", ""ai"", ""explained""]"
vid_0119,STOP using Llama 3 WRONG (most people do this),News,Mid,Sunday,18,1558,91944,2239,523,242,502627,328,0.0328,3.8,229840,11.0,"[""tech"", ""review"", ""tutorial"", ""llm""]"
vid_0120,YOU WON'T BELIEVE what prompt engineering just did,Vlog,Mid,Wednesday,18,5765,1066182,37928,11871,11812,43233680,2433,0.026,2.5,462144,10.0,"[""shorts"", ""explained"", ""tech""]"
vid_0121,The future of open-source AI,Comedy,Mid,Wednesday,15,1911,155861,5310,732,155,2010606,774,0.044,4.4,185250,,"[""tutorial""]"
vid_0122,The complete guide to Python for AI,News,Small,Wednesday,5,1869,4453,251,75,39,50393,679,0.0504,0.3,29317,15.0,"[""chatgpt"", ""trending"", ""tutorial"", ""news""]"
vid_0123,The TRUTH about Claude they DON'T want you to know,Vlog,Small,Friday,5,1669,16646,951,108,238,306008,1103,0.0389,1.8,35125,,"[""howto"", ""tech""]"
vid_0124,LEAKED: the real story behind RAG systems,Gaming,Small,Saturday,22,1814,12829,549,370,127,188372,881,0.0697,2.6,9623,5.0,"[""trending"", ""viral""]"
vid_0125,I tried EVERY GitHub Copilot tool — the WINNER shocked me,Comedy,Mid,Wednesday,16,8492,98021,3834,910,851,7034640,4306,0.0438,0.4,399477,,"[""shorts"", ""tutorial"", ""ai"", ""explained""]"
vid_0126,WARNING: AI search is NOT what you think,Education,Small,Thursday,22,224,17561,827,218,101,20195,69,0.0795,2.2,8328,2.0,"[""datascience"", ""tech"", ""machinelearning"", ""chatgpt""]"
vid_0127,My thoughts on data science careers after 6 months,Gaming,Small,Sunday,7,298,3557,116,15,28,5276,89,0.062,2.2,30400,18.0,"[""review"", ""gaming"", ""explained"", ""ai""]"
vid_0128,Getting started with Llama 3,News,Small,Monday,18,1108,14850,412,330,103,116325,470,0.0376,4.3,7957,15.0,"[""tech"", ""ai"", ""trending""]"
vid_0129,How local LLMs actually works,Comedy,Mid,Friday,8,1831,554382,17128,10376,2692,7456437,807,0.0334,1.4,566688,5.0,"[""tutorial"", ""explained"", ""shorts"", ""ai""]"
vid_0130,STOP using fine-tuning LLMs WRONG (most people do this),Comedy,Small,Saturday,10,3364,14520,515,200,99,160446,663,0.0138,3.8,9809,13.0,"[""comedy""]"
vid_0131,I tested deep learning frameworks for 30 days — here's what happened,Gaming,Large,Tuesday,1,2767,1110150,30582,4350,9762,20389755,1102,0.0623,4.8,7712161,13.0,"[""ai""]"
vid_0132,The ONLY RAG systems guide you'll EVER need,Gaming,Mid,Monday,5,1279,79982,3793,1060,394,718504,539,0.0461,4.1,496459,12.0,"[""viral"", ""trending"", ""review"", ""explained""]"
vid_0133,The honest truth about GitHub Copilot,Vlog,Small,Tuesday,22,4523,8065,451,42,38,239530,1782,0.01,1.1,25778,1.0,"[""explained"", ""howto"", ""review"", ""tutorial"", ""vlog""]"
vid_0134,I tried EVERY Python for AI tool — the WINNER shocked me,Gaming,Mid,Sunday,12,4569,122420,2594,2543,313,3005411,1473,0.0416,4.6,486964,17.0,"[""tutorial"", ""trending""]"
vid_0135,Exploring Stable Diffusion: a deep dive,Education,Small,Monday,19,2133,8278,375,139,79,104440,757,0.0325,4.2,32829,19.0,"[""deeplearning""]"
vid_0136,The complete guide to RAG systems,Education,Large,Tuesday,15,4300,3122126,130195,39253,31787,89188732,1714,0.0944,1.4,7622189,19.0,"[""tutorial""]"
vid_0137,AI search explained in 10 minutes,Comedy,Mid,Monday,14,2310,29991,1503,29,267,497350,995,0.0124,0.9,211759,19.0,"[""review"", ""explained""]"
vid_0138,The ONLY AI coding tools guide you'll EVER need,Music,Mid,Tuesday,18,1090,334810,15001,2042,3971,2990969,536,0.019,1.3,386839,,"[""tech"", ""trending""]"
vid_0139,This is the BEST AI search tutorial you will EVER watch,Comedy,Small,Friday,8,3388,5904,136,95,49,183220,1862,0.0827,0.6,8326,14.0,"[""explained"", ""review"", ""shorts"", ""ai""]"
vid_0140,The ONLY GPT-4 guide you'll EVER need,Gaming,Mid,Wednesday,23,1997,162235,4228,3127,1552,2076608,768,0.0889,2.9,400406,1.0,"[""ai"", ""trending"", ""explained""]"
vid_0141,Understanding data science careers from scratch,Education,Mid,Friday,21,1810,68195,3098,1272,628,751281,661,0.0364,2.6,169071,9.0,"[""ai"", ""tech"", ""python""]"
vid_0142,The complete guide to Python for AI,News,Large,Friday,20,6806,6079012,367365,14880,46406,325733726,3215,0.0392,2.1,4954654,4.0,"[""ai"", ""review""]"
vid_0143,Exploring local LLMs: a deep dive,Music,Mid,Sunday,16,199,406320,4789,5611,2387,663656,98,0.0704,1.2,377663,,"[""explained"", ""shorts"", ""tech"", ""ai"", ""review""]"
vid_0144,I tried EVERY AI video generation tool — the WINNER shocked me,Music,Mid,Monday,6,504,258569,12976,4678,4358,797254,185,0.01,0.4,322312,16.0,"[""music"", ""trending""]"
vid_0145,Understanding RAG systems from scratch,Music,Small,Sunday,22,621,4167,261,8,25,22154,319,0.01,8.0,23292,16.0,"[""shorts"", ""explained"", ""review"", ""ai"", ""music""]"
vid_0146,How GitHub Copilot actually works,News,Small,Friday,13,1303,15529,663,185,82,181171,700,0.048,3.0,31737,,"[""tech"", ""llm"", ""news"", ""review""]"
vid_0147,A beginner's guide to Sora,Gaming,Mid,Tuesday,2,1437,165898,8834,2263,1615,2283862,826,0.0937,5.3,495607,,"[""trending"", ""viral"", ""review"", ""tutorial"", ""ai""]"
vid_0148,The TRUTH about Stable Diffusion they DON'T want you to know,Education,Small,Saturday,13,465,2768,95,28,24,13563,294,0.0441,6.3,22225,2.0,"[""review"", ""ai"", ""chatgpt"", ""tech""]"
vid_0149,Understanding AI image tools from scratch,Comedy,Small,Sunday,21,744,13730,593,13,32,53775,235,0.0575,5.3,25985,4.0,"[""tech"", ""viral"", ""comedy"", ""shorts"", ""ai""]"
vid_0150,Getting started with open-source AI,Education,Large,Wednesday,19,833,2811069,58150,28239,35112,16444753,351,0.0833,1.9,7518653,17.0,"[""datascience"", ""viral"", ""tutorial"", ""python""]"
vid_0151,URGENT: local LLMs is about to CHANGE FOREVER,News,Large,Sunday,20,14400,4095714,40280,41105,31222,414144947,6067,0.1077,3.5,1838135,9.0,"[""explained"", ""tech"", ""tutorial""]"
vid_0152,Why local LLMs DESTROYED my workflow (and how I fixed it),Comedy,Small,Thursday,21,9150,12906,763,143,45,803398,3735,0.0406,0.2,9098,10.0,"[""tutorial"", ""review""]"
vid_0153,LEAKED: the real story behind machine learning pipelines,News,Mid,Friday,9,1248,151483,4578,1305,1932,1075529,426,0.0546,6.0,125608,9.0,"[""llm"", ""ai"", ""tutorial"", ""tech"", ""review""]"
vid_0154,What nobody tells you about AI in education,Vlog,Small,Sunday,22,1303,45510,1736,425,477,238169,314,0.1006,8.3,28025,4.0,"[""tech"", ""review"", ""tutorial""]"
vid_0155,STOP using Cursor AI WRONG (most people do this),Comedy,Mid,Thursday,15,642,319999,7745,3763,941,1471995,276,0.0169,9.6,297676,16.0,"[""ai"", ""comedy"", ""tech""]"
vid_0156,A beginner's guide to AI regulation,Vlog,Small,Saturday,19,324,1412,33,20,21,2494,106,0.0807,1.0,32101,,"[""ai"", ""howto"", ""shorts"", ""review""]"
vid_0157,How Llama 3 actually works,Music,Mid,Wednesday,0,1627,93087,3946,947,989,1086015,700,0.0295,0.9,429040,13.0,"[""tutorial"", ""explained"", ""trending""]"
vid_0158,The TRUTH about AI agents they DON'T want you to know,Vlog,Mid,Saturday,23,736,131487,4477,1254,1046,521565,238,0.0576,2.4,253491,7.0,"[""shorts""]"
vid_0159,Why neural networks is more important than you think,Education,Mid,Friday,12,1675,29541,1496,370,424,237312,482,0.0489,3.6,547150,12.0,"[""ai"", ""llm"", ""python"", ""datascience""]"
vid_0160,I tested Python for AI for 30 days — here's what happened,Comedy,Small,Wednesday,2,428,8626,446,8,74,27459,191,0.031,3.2,31688,19.0,"[""shorts"", ""explained"", ""viral"", ""ai"", ""comedy""]"
vid_0161,This vector databases SECRET will CHANGE EVERYTHING,Comedy,Large,Thursday,15,910,4073372,202905,60539,32129,27020034,398,0.0304,7.0,2893744,12.0,"[""viral"", ""shorts"", ""tutorial""]"
vid_0162,Is open-source AI worth it in 2024?,Gaming,Small,Wednesday,5,2066,3354,162,40,17,56514,1011,0.0619,2.6,17746,9.0,"[""tutorial"", ""explained"", ""viral""]"
vid_0163,STOP using data science careers WRONG (most people do this),Education,Small,Monday,6,2513,10470,718,128,108,299093,1714,0.0799,2.5,16005,5.0,"[""tutorial"", ""datascience""]"
vid_0164,How prompt engineering actually works,Vlog,Mid,Monday,19,2632,80745,2340,1434,799,1605479,1193,0.0518,2.7,161958,10.0,"[""shorts"", ""explained"", ""vlog"", ""tutorial""]"
vid_0165,The complete guide to vector databases,Music,Small,Thursday,14,550,4673,206,4,37,20483,263,0.0568,2.0,10172,7.0,"[""tutorial""]"
vid_0166,A beginner's guide to GitHub Copilot,Gaming,Large,Monday,22,3901,6847285,424465,6847,33141,129299565,1133,0.0693,1.9,7552892,12.0,"[""trending"", ""review"", ""viral"", ""tech"", ""ai""]"
vid_0167,Why Sora is more important than you think,Education,Large,Tuesday,12,879,971823,62165,13258,8279,3773912,233,0.0307,1.4,4065328,0.0,"[""tutorial"", ""deeplearning"", ""chatgpt"", ""review""]"
vid_0168,I tested machine learning pipelines for 30 days — here's what happened,Gaming,Small,Saturday,20,3195,20263,479,242,156,657872,1948,0.0735,0.5,18416,3.0,"[""ai"", ""tutorial""]"
vid_0169,Exploring neural networks: a deep dive,Gaming,Large,Saturday,15,1790,419636,16917,5464,1118,3867645,553,0.0755,1.1,6107799,15.0,"[""review""]"
vid_0170,Exploring Stable Diffusion: a deep dive,Vlog,Small,Saturday,19,523,62110,4060,573,131,159415,154,0.1201,0.5,24354,,"[""vlog"", ""shorts"", ""ai""]"
vid_0171,AI in education explained in 10 minutes,Comedy,Mid,Wednesday,18,1360,272077,14317,4349,2791,2557523,564,0.0456,2.3,566792,8.0,"[""ai"", ""shorts"", ""tutorial"", ""review"", ""viral""]"
vid_0172,Understanding Stable Diffusion from scratch,Education,Small,Sunday,16,2511,8641,414,152,8,147905,1027,0.0435,12.8,32310,10.0,"[""chatgpt""]"
vid_0173,Why data science careers is more important than you think,Music,Large,Friday,22,3139,3328010,138893,49600,29358,54246563,978,0.0742,3.1,4355586,8.0,"[""music"", ""ai"", ""shorts""]"
vid_0174,Is neural networks worth it in 2025?,Gaming,Small,Tuesday,13,1592,2589,101,27,15,26321,610,0.0755,2.8,18172,15.0,"[""tutorial""]"
vid_0175,Understanding Python for AI from scratch,Education,Small,Tuesday,7,7176,20603,1016,20,272,1398256,4072,0.0416,2.9,39532,4.0,"[""ai"", ""explained"", ""datascience"", ""tech""]"
vid_0176,I built a vector databases project — here's what I learned,News,Small,Saturday,19,4477,10803,445,179,65,260532,1447,0.0449,0.9,30121,,"[""news"", ""tech"", ""ai"", ""explained"", ""trending""]"
vid_0177,Getting started with open-source AI,Music,Large,Tuesday,21,1435,1783685,79126,34479,18974,10761566,362,0.0685,2.3,7658362,4.0,"[""viral"", ""trending"", ""music""]"
vid_0178,I tested AI search for 30 days — here's what happened,Vlog,Large,Friday,1,3551,1012214,46743,16061,6490,31935351,1893,0.0343,0.8,1829350,7.0,"[""howto"", ""explained"", ""shorts""]"
vid_0179,Cursor AI explained in 10 minutes,Music,Mid,Sunday,15,10305,94265,3283,633,797,7754867,4936,0.0447,3.8,522277,11.0,"[""explained"", ""tutorial"", ""ai""]"
vid_0180,The honest truth about Midjourney,Comedy,Large,Monday,22,10555,3660771,193954,58728,40075,222513863,3647,0.0572,6.5,5459517,17.0,"[""ai"", ""comedy""]"
vid_0181,The complete guide to data science careers,News,Large,Monday,20,598,2577095,228623,44231,15848,5884366,137,0.0799,0.9,1853451,4.0,"[""llm"", ""trending""]"
vid_0182,Getting started with AI search,Vlog,Mid,Sunday,23,785,252657,4635,5394,3028,1090636,259,0.0399,9.6,385894,11.0,"[""vlog"", ""explained"", ""tutorial"", ""howto"", ""ai""]"
vid_0183,Understanding GPT-4 from scratch,News,Small,Friday,18,6880,11121,554,74,44,527135,2844,0.01,7.8,29013,1.0,"[""review"", ""llm"", ""tutorial"", ""chatgpt""]"
vid_0184,YOU WON'T BELIEVE what Cursor AI just did,Vlog,Mid,Tuesday,19,697,253287,8509,2695,2324,1646365,390,0.01,0.2,86397,1.0,"[""review"", ""howto"", ""explained""]"
vid_0185,A beginner's guide to machine learning pipelines,News,Mid,Sunday,12,549,107292,5757,1768,1254,289688,162,0.0235,1.6,316245,15.0,"[""explained"", ""tech"", ""review""]"
vid_0186,Why voice cloning AI is more important than you think,Vlog,Small,Sunday,22,1167,83332,3808,1028,886,663878,478,0.0222,0.8,33888,14.0,"[""review"", ""shorts"", ""ai"", ""explained"", ""tech""]"
vid_0187,GitHub Copilot explained in 10 minutes,Gaming,Small,Friday,13,2639,2282,128,12,35,50280,1322,0.0511,0.6,15337,7.0,"[""tutorial""]"
vid_0188,I tested GPT-4 for 30 days — here's what happened,News,Mid,Friday,20,1648,460684,28853,6674,2278,1696852,221,0.0253,6.2,318445,12.0,"[""tech"", ""news"", ""ai""]"
vid_0189,Claude is DEAD and here's WHY,Comedy,Small,Wednesday,14,1006,23897,1144,369,59,217860,547,0.0374,4.4,20480,7.0,"[""tech"", ""explained""]"
vid_0190,This is the BEST AI search tutorial you will EVER watch,Comedy,Large,Monday,18,985,1062059,65827,13305,4272,4832368,273,0.0356,2.3,3113491,,"[""shorts""]"
vid_0191,Understanding data science careers from scratch,Music,Small,Friday,20,952,66641,655,887,709,485368,437,0.044,5.7,37145,8.0,"[""trending"", ""tutorial""]"
vid_0192,WARNING: ChatGPT is NOT what you think,Vlog,Small,Wednesday,17,819,17740,1221,185,177,108805,368,0.0881,5.1,32345,6.0,"[""review"", ""explained"", ""ai""]"
vid_0193,Is Cursor AI worth it in 2024?,Vlog,Large,Saturday,22,14093,5708704,289008,119138,48004,737659701,7753,0.0715,0.3,1774118,16.0,"[""howto"", ""review""]"
vid_0194,Why Python for AI is more important than you think,Education,Small,Saturday,15,2363,10226,625,67,35,195657,1148,0.0554,0.3,39896,8.0,"[""llm""]"
vid_0195,Why voice cloning AI is more important than you think,News,Small,Monday,19,4016,9413,251,79,104,84873,541,0.0435,5.0,35772,6.0,"[""tutorial"", ""tech""]"
vid_0196,Is Gemini worth it in 2025?,News,Mid,Friday,13,1164,101490,3302,1224,314,641078,379,0.0442,0.4,227632,10.0,"[""trending"", ""llm"", ""tech"", ""explained""]"
vid_0197,What nobody tells you about voice cloning AI,Education,Large,Wednesday,14,1529,2050102,96742,35412,25904,22790300,667,0.0632,6.6,6858276,15.0,"[""ai"", ""python"", ""deeplearning""]"
vid_0198,LEAKED: the real story behind AI agents,Gaming,Small,Sunday,15,951,30677,1372,92,596,192753,377,0.0696,3.6,8724,5.0,"[""explained"", ""viral""]"
vid_0199,machine learning pipelines explained in 10 minutes,Gaming,Small,Wednesday,5,166,9248,455,38,87,12176,79,0.0323,4.5,39968,18.0,"[""tutorial"", ""ai"", ""viral""]"
vid_0200,LEAKED: the real story behind voice cloning AI,News,Mid,Friday,3,523,57877,3545,57,598,259481,269,0.0559,1.9,426156,9.0,"[""tutorial"", ""chatgpt"", ""review"", ""llm"", ""news""]"
vid_0201,The honest truth about local LLMs,Comedy,Large,Friday,19,354,4061202,75220,49531,24483,11777485,174,0.01,1.1,5550875,13.0,"[""tutorial"", ""trending"", ""ai"", ""viral"", ""review""]"
vid_0202,The future of RAG systems,Vlog,Mid,Thursday,19,238,351034,20924,1857,351,544102,93,0.0603,1.4,127029,19.0,"[""explained"", ""ai"", ""shorts""]"
vid_0203,LEAKED: the real story behind Sora,Comedy,Small,Saturday,19,616,23636,1066,229,132,48059,122,0.0741,0.4,36396,8.0,"[""explained"", ""comedy""]"
vid_0204,YOU WON'T BELIEVE what voice cloning AI just did,Vlog,Small,Saturday,0,5957,18155,761,289,65,658421,2176,0.048,1.5,6014,3.0,"[""explained"", ""howto""]"
vid_0205,STOP using Python for AI WRONG (most people do this),Education,Small,Friday,13,1737,6441,147,52,14,87597,816,0.1004,4.1,13428,14.0,"[""ai""]"
vid_0206,I built a machine learning pipelines project — here's what I learned,News,Small,Saturday,8,5776,4755,249,63,70,132347,1670,0.033,7.2,10005,0.0,"[""news"", ""chatgpt"", ""tech"", ""ai"", ""llm""]"
vid_0207,What nobody tells you about Gemini,Gaming,Mid,Sunday,20,2617,104852,921,1069,953,2266550,1297,0.0604,0.2,483919,9.0,"[""viral"", ""explained"", ""tech"", ""tutorial""]"
vid_0208,Why deep learning frameworks DESTROYED my workflow (and how I fixed it),Comedy,Small,Thursday,21,3656,3026,165,48,28,97538,1934,0.0541,6.9,11937,19.0,"[""tutorial"", ""shorts"", ""ai"", ""tech"", ""viral""]"
vid_0209,GPT-4 is DEAD and here's WHY,News,Mid,Friday,10,803,145045,3280,2154,981,843678,349,0.0525,10.7,553531,,"[""llm""]"
